p,file,scenes,codec,frames_ts,BVP,fold
8,/p008_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p008_/E2/frames_timestamp.csv,/p008_/E2/BVP.csv,4
8,/p008_/E3/video_ZIP_H264.mp4,E3,H264,/p008_/E3/frames_timestamp.csv,/p008_/E3/BVP.csv,4
8,/p008_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p008_/E3/frames_timestamp.csv,/p008_/E3/BVP.csv,4
8,/p008_/E4/video_ZIP_H264.mp4,E4,H264,/p008_/E4/frames_timestamp.csv,/p008_/E4/BVP.csv,4
8,/p008_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p008_/E4/frames_timestamp.csv,/p008_/E4/BVP.csv,4
8,/p008_/E5/video_ZIP_H264.mp4,E5,H264,/p008_/E5/frames_timestamp.csv,/p008_/E5/BVP.csv,4
8,/p008_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p008_/E5/frames_timestamp.csv,/p008_/E5/BVP.csv,4
8,/p008_/E6/video_ZIP_H264.mp4,E6,H264,/p008_/E6/frames_timestamp.csv,/p008_/E6/BVP.csv,4
8,/p008_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p008_/E6/frames_timestamp.csv,/p008_/E6/BVP.csv,4
8,/p008_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p008_/R1/frames_timestamp.csv,/p008_/R1/BVP.csv,4
8,/p008_/R1/video_ZIP_H264.mp4,R1,H264,/p008_/R1/frames_timestamp.csv,/p008_/R1/BVP.csv,4
8,/p008_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p008_/R1/frames_timestamp.csv,/p008_/R1/BVP.csv,4
8,/p008_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p008_/R3/frames_timestamp.csv,/p008_/R3/BVP.csv,4
8,/p008_/R3/video_ZIP_H264.mp4,R3,H264,/p008_/R3/frames_timestamp.csv,/p008_/R3/BVP.csv,4
8,/p008_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p008_/R3/frames_timestamp.csv,/p008_/R3/BVP.csv,4
8,/p008_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p008_/R4/frames_timestamp.csv,/p008_/R4/BVP.csv,4
8,/p008_/R4/video_ZIP_H264.mp4,R4,H264,/p008_/R4/frames_timestamp.csv,/p008_/R4/BVP.csv,4
8,/p008_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p008_/R4/frames_timestamp.csv,/p008_/R4/BVP.csv,4
8,/p008_/T1/video_ZIP_H264.mp4,T1,H264,/p008_/T1/frames_timestamp.csv,/p008_/T1/BVP.csv,4
8,/p008_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p008_/T1/frames_timestamp.csv,/p008_/T1/BVP.csv,4
8,/p008_/T2/video_ZIP_H264.mp4,T2,H264,/p008_/T2/frames_timestamp.csv,/p008_/T2/BVP.csv,4
8,/p008_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p008_/T2/frames_timestamp.csv,/p008_/T2/BVP.csv,4
8,/p008_/T3/video_ZIP_H264.mp4,T3,H264,/p008_/T3/frames_timestamp.csv,/p008_/T3/BVP.csv,4
8,/p008_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p008_/T3/frames_timestamp.csv,/p008_/T3/BVP.csv,4
9,/p009_/E1/video_ZIP_H264.mp4,E1,H264,/p009_/E1/frames_timestamp.csv,/p009_/E1/BVP.csv,1
9,/p009_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p009_/E1/frames_timestamp.csv,/p009_/E1/BVP.csv,1
9,/p009_/E2/video_ZIP_H264.mp4,E2,H264,/p009_/E2/frames_timestamp.csv,/p009_/E2/BVP.csv,1
9,/p009_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p009_/E2/frames_timestamp.csv,/p009_/E2/BVP.csv,1
9,/p009_/E3/video_ZIP_H264.mp4,E3,H264,/p009_/E3/frames_timestamp.csv,/p009_/E3/BVP.csv,1
9,/p009_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p009_/E3/frames_timestamp.csv,/p009_/E3/BVP.csv,1
9,/p009_/E4/video_ZIP_H264.mp4,E4,H264,/p009_/E4/frames_timestamp.csv,/p009_/E4/BVP.csv,1
9,/p009_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p009_/E4/frames_timestamp.csv,/p009_/E4/BVP.csv,1
9,/p009_/E5/video_ZIP_H264.mp4,E5,H264,/p009_/E5/frames_timestamp.csv,/p009_/E5/BVP.csv,1
9,/p009_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p009_/E5/frames_timestamp.csv,/p009_/E5/BVP.csv,1
9,/p009_/E6/video_ZIP_H264.mp4,E6,H264,/p009_/E6/frames_timestamp.csv,/p009_/E6/BVP.csv,1
9,/p009_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p009_/E6/frames_timestamp.csv,/p009_/E6/BVP.csv,1
9,/p009_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p009_/R1/frames_timestamp.csv,/p009_/R1/BVP.csv,1
9,/p009_/R1/video_ZIP_H264.mp4,R1,H264,/p009_/R1/frames_timestamp.csv,/p009_/R1/BVP.csv,1
9,/p009_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p009_/R1/frames_timestamp.csv,/p009_/R1/BVP.csv,1
9,/p009_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p009_/R3/frames_timestamp.csv,/p009_/R3/BVP.csv,1
9,/p009_/R3/video_ZIP_H264.mp4,R3,H264,/p009_/R3/frames_timestamp.csv,/p009_/R3/BVP.csv,1
9,/p009_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p009_/R3/frames_timestamp.csv,/p009_/R3/BVP.csv,1
9,/p009_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p009_/R4/frames_timestamp.csv,/p009_/R4/BVP.csv,1
9,/p009_/R4/video_ZIP_H264.mp4,R4,H264,/p009_/R4/frames_timestamp.csv,/p009_/R4/BVP.csv,1
9,/p009_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p009_/R4/frames_timestamp.csv,/p009_/R4/BVP.csv,1
9,/p009_/T1/video_ZIP_H264.mp4,T1,H264,/p009_/T1/frames_timestamp.csv,/p009_/T1/BVP.csv,1
9,/p009_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p009_/T1/frames_timestamp.csv,/p009_/T1/BVP.csv,1
9,/p009_/T2/video_ZIP_H264.mp4,T2,H264,/p009_/T2/frames_timestamp.csv,/p009_/T2/BVP.csv,1
9,/p009_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p009_/T2/frames_timestamp.csv,/p009_/T2/BVP.csv,1
9,/p009_/T3/video_ZIP_H264.mp4,T3,H264,/p009_/T3/frames_timestamp.csv,/p009_/T3/BVP.csv,-1
9,/p009_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p009_/T3/frames_timestamp.csv,/p009_/T3/BVP.csv,-1
10,/p010_/E1/video_ZIP_H264.mp4,E1,H264,/p010_/E1/frames_timestamp.csv,/p010_/E1/BVP.csv,2
10,/p010_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p010_/E1/frames_timestamp.csv,/p010_/E1/BVP.csv,2
10,/p010_/E2/video_ZIP_H264.mp4,E2,H264,/p010_/E2/frames_timestamp.csv,/p010_/E2/BVP.csv,2
10,/p010_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p010_/E2/frames_timestamp.csv,/p010_/E2/BVP.csv,2
10,/p010_/E3/video_ZIP_H264.mp4,E3,H264,/p010_/E3/frames_timestamp.csv,/p010_/E3/BVP.csv,2
10,/p010_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p010_/E3/frames_timestamp.csv,/p010_/E3/BVP.csv,2
10,/p010_/E4/video_ZIP_H264.mp4,E4,H264,/p010_/E4/frames_timestamp.csv,/p010_/E4/BVP.csv,2
10,/p010_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p010_/E4/frames_timestamp.csv,/p010_/E4/BVP.csv,2
10,/p010_/E5/video_ZIP_H264.mp4,E5,H264,/p010_/E5/frames_timestamp.csv,/p010_/E5/BVP.csv,2
10,/p010_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p010_/E5/frames_timestamp.csv,/p010_/E5/BVP.csv,2
10,/p010_/E6/video_ZIP_H264.mp4,E6,H264,/p010_/E6/frames_timestamp.csv,/p010_/E6/BVP.csv,2
10,/p010_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p010_/E6/frames_timestamp.csv,/p010_/E6/BVP.csv,2
10,/p010_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p010_/R1/frames_timestamp.csv,/p010_/R1/BVP.csv,2
10,/p010_/R1/video_ZIP_H264.mp4,R1,H264,/p010_/R1/frames_timestamp.csv,/p010_/R1/BVP.csv,2
10,/p010_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p010_/R1/frames_timestamp.csv,/p010_/R1/BVP.csv,2
10,/p010_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p010_/R3/frames_timestamp.csv,/p010_/R3/BVP.csv,2
10,/p010_/R3/video_ZIP_H264.mp4,R3,H264,/p010_/R3/frames_timestamp.csv,/p010_/R3/BVP.csv,2
10,/p010_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p010_/R3/frames_timestamp.csv,/p010_/R3/BVP.csv,2
10,/p010_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p010_/R4/frames_timestamp.csv,/p010_/R4/BVP.csv,2
10,/p010_/R4/video_ZIP_H264.mp4,R4,H264,/p010_/R4/frames_timestamp.csv,/p010_/R4/BVP.csv,2
10,/p010_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p010_/R4/frames_timestamp.csv,/p010_/R4/BVP.csv,2
10,/p010_/T1/video_ZIP_H264.mp4,T1,H264,/p010_/T1/frames_timestamp.csv,/p010_/T1/BVP.csv,2
10,/p010_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p010_/T1/frames_timestamp.csv,/p010_/T1/BVP.csv,2
10,/p010_/T2/video_ZIP_H264.mp4,T2,H264,/p010_/T2/frames_timestamp.csv,/p010_/T2/BVP.csv,2
10,/p010_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p010_/T2/frames_timestamp.csv,/p010_/T2/BVP.csv,2
10,/p010_/T3/video_ZIP_H264.mp4,T3,H264,/p010_/T3/frames_timestamp.csv,/p010_/T3/BVP.csv,2
10,/p010_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p010_/T3/frames_timestamp.csv,/p010_/T3/BVP.csv,2
11,/p011_/E1/video_ZIP_H264.mp4,E1,H264,/p011_/E1/frames_timestamp.csv,/p011_/E1/BVP.csv,3
11,/p011_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p011_/E1/frames_timestamp.csv,/p011_/E1/BVP.csv,3
11,/p011_/E2/video_ZIP_H264.mp4,E2,H264,/p011_/E2/frames_timestamp.csv,/p011_/E2/BVP.csv,3
11,/p011_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p011_/E2/frames_timestamp.csv,/p011_/E2/BVP.csv,3
11,/p011_/E3/video_ZIP_H264.mp4,E3,H264,/p011_/E3/frames_timestamp.csv,/p011_/E3/BVP.csv,3
11,/p011_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p011_/E3/frames_timestamp.csv,/p011_/E3/BVP.csv,3
11,/p011_/E4/video_ZIP_H264.mp4,E4,H264,/p011_/E4/frames_timestamp.csv,/p011_/E4/BVP.csv,3
11,/p011_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p011_/E4/frames_timestamp.csv,/p011_/E4/BVP.csv,3
11,/p011_/E5/video_ZIP_H264.mp4,E5,H264,/p011_/E5/frames_timestamp.csv,/p011_/E5/BVP.csv,3
11,/p011_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p011_/E5/frames_timestamp.csv,/p011_/E5/BVP.csv,3
11,/p011_/E6/video_ZIP_H264.mp4,E6,H264,/p011_/E6/frames_timestamp.csv,/p011_/E6/BVP.csv,3
11,/p011_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p011_/E6/frames_timestamp.csv,/p011_/E6/BVP.csv,3
11,/p011_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p011_/R1/frames_timestamp.csv,/p011_/R1/BVP.csv,3
11,/p011_/R1/video_ZIP_H264.mp4,R1,H264,/p011_/R1/frames_timestamp.csv,/p011_/R1/BVP.csv,3
11,/p011_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p011_/R1/frames_timestamp.csv,/p011_/R1/BVP.csv,3
11,/p011_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p011_/R3/frames_timestamp.csv,/p011_/R3/BVP.csv,3
11,/p011_/R3/video_ZIP_H264.mp4,R3,H264,/p011_/R3/frames_timestamp.csv,/p011_/R3/BVP.csv,3
11,/p011_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p011_/R3/frames_timestamp.csv,/p011_/R3/BVP.csv,3
11,/p011_/T1/video_ZIP_H264.mp4,T1,H264,/p011_/T1/frames_timestamp.csv,/p011_/T1/BVP.csv,3
11,/p011_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p011_/T1/frames_timestamp.csv,/p011_/T1/BVP.csv,3
11,/p011_/T2/video_ZIP_H264.mp4,T2,H264,/p011_/T2/frames_timestamp.csv,/p011_/T2/BVP.csv,3
11,/p011_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p011_/T2/frames_timestamp.csv,/p011_/T2/BVP.csv,3
11,/p011_/T3/video_ZIP_H264.mp4,T3,H264,/p011_/T3/frames_timestamp.csv,/p011_/T3/BVP.csv,3
11,/p011_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p011_/T3/frames_timestamp.csv,/p011_/T3/BVP.csv,3
12,/p012_/E1/video_ZIP_H264.mp4,E1,H264,/p012_/E1/frames_timestamp.csv,/p012_/E1/BVP.csv,4
12,/p012_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p012_/E1/frames_timestamp.csv,/p012_/E1/BVP.csv,4
12,/p012_/E2/video_ZIP_H264.mp4,E2,H264,/p012_/E2/frames_timestamp.csv,/p012_/E2/BVP.csv,4
12,/p012_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p012_/E2/frames_timestamp.csv,/p012_/E2/BVP.csv,4
12,/p012_/E3/video_ZIP_H264.mp4,E3,H264,/p012_/E3/frames_timestamp.csv,/p012_/E3/BVP.csv,4
12,/p012_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p012_/E3/frames_timestamp.csv,/p012_/E3/BVP.csv,4
12,/p012_/E4/video_ZIP_H264.mp4,E4,H264,/p012_/E4/frames_timestamp.csv,/p012_/E4/BVP.csv,4
12,/p012_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p012_/E4/frames_timestamp.csv,/p012_/E4/BVP.csv,4
12,/p012_/E5/video_ZIP_H264.mp4,E5,H264,/p012_/E5/frames_timestamp.csv,/p012_/E5/BVP.csv,4
12,/p012_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p012_/E5/frames_timestamp.csv,/p012_/E5/BVP.csv,4
12,/p012_/E6/video_ZIP_H264.mp4,E6,H264,/p012_/E6/frames_timestamp.csv,/p012_/E6/BVP.csv,4
12,/p012_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p012_/E6/frames_timestamp.csv,/p012_/E6/BVP.csv,4
12,/p012_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p012_/R1/frames_timestamp.csv,/p012_/R1/BVP.csv,4
12,/p012_/R1/video_ZIP_H264.mp4,R1,H264,/p012_/R1/frames_timestamp.csv,/p012_/R1/BVP.csv,4
12,/p012_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p012_/R1/frames_timestamp.csv,/p012_/R1/BVP.csv,4
12,/p012_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p012_/R3/frames_timestamp.csv,/p012_/R3/BVP.csv,4
12,/p012_/R3/video_ZIP_H264.mp4,R3,H264,/p012_/R3/frames_timestamp.csv,/p012_/R3/BVP.csv,4
12,/p012_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p012_/R3/frames_timestamp.csv,/p012_/R3/BVP.csv,4
12,/p012_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p012_/R4/frames_timestamp.csv,/p012_/R4/BVP.csv,4
12,/p012_/R4/video_ZIP_H264.mp4,R4,H264,/p012_/R4/frames_timestamp.csv,/p012_/R4/BVP.csv,4
12,/p012_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p012_/R4/frames_timestamp.csv,/p012_/R4/BVP.csv,4
12,/p012_/T1/video_ZIP_H264.mp4,T1,H264,/p012_/T1/frames_timestamp.csv,/p012_/T1/BVP.csv,4
12,/p012_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p012_/T1/frames_timestamp.csv,/p012_/T1/BVP.csv,4
12,/p012_/T2/video_ZIP_H264.mp4,T2,H264,/p012_/T2/frames_timestamp.csv,/p012_/T2/BVP.csv,4
12,/p012_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p012_/T2/frames_timestamp.csv,/p012_/T2/BVP.csv,4
12,/p012_/T3/video_ZIP_H264.mp4,T3,H264,/p012_/T3/frames_timestamp.csv,/p012_/T3/BVP.csv,4
12,/p012_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p012_/T3/frames_timestamp.csv,/p012_/T3/BVP.csv,4
13,/p013_/E1/video_ZIP_H264.mp4,E1,H264,/p013_/E1/frames_timestamp.csv,/p013_/E1/BVP.csv,2
13,/p013_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p013_/E1/frames_timestamp.csv,/p013_/E1/BVP.csv,2
13,/p013_/E2/video_ZIP_H264.mp4,E2,H264,/p013_/E2/frames_timestamp.csv,/p013_/E2/BVP.csv,2
13,/p013_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p013_/E2/frames_timestamp.csv,/p013_/E2/BVP.csv,2
13,/p013_/E3/video_ZIP_H264.mp4,E3,H264,/p013_/E3/frames_timestamp.csv,/p013_/E3/BVP.csv,2
13,/p013_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p013_/E3/frames_timestamp.csv,/p013_/E3/BVP.csv,2
13,/p013_/E4/video_ZIP_H264.mp4,E4,H264,/p013_/E4/frames_timestamp.csv,/p013_/E4/BVP.csv,2
13,/p013_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p013_/E4/frames_timestamp.csv,/p013_/E4/BVP.csv,2
13,/p013_/E5/video_ZIP_H264.mp4,E5,H264,/p013_/E5/frames_timestamp.csv,/p013_/E5/BVP.csv,2
13,/p013_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p013_/E5/frames_timestamp.csv,/p013_/E5/BVP.csv,2
13,/p013_/E6/video_ZIP_H264.mp4,E6,H264,/p013_/E6/frames_timestamp.csv,/p013_/E6/BVP.csv,2
13,/p013_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p013_/E6/frames_timestamp.csv,/p013_/E6/BVP.csv,2
13,/p013_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p013_/R1/frames_timestamp.csv,/p013_/R1/BVP.csv,2
13,/p013_/R1/video_ZIP_H264.mp4,R1,H264,/p013_/R1/frames_timestamp.csv,/p013_/R1/BVP.csv,2
13,/p013_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p013_/R1/frames_timestamp.csv,/p013_/R1/BVP.csv,2
13,/p013_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p013_/R3/frames_timestamp.csv,/p013_/R3/BVP.csv,2
13,/p013_/R3/video_ZIP_H264.mp4,R3,H264,/p013_/R3/frames_timestamp.csv,/p013_/R3/BVP.csv,2
13,/p013_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p013_/R3/frames_timestamp.csv,/p013_/R3/BVP.csv,2
13,/p013_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p013_/R4/frames_timestamp.csv,/p013_/R4/BVP.csv,2
13,/p013_/R4/video_ZIP_H264.mp4,R4,H264,/p013_/R4/frames_timestamp.csv,/p013_/R4/BVP.csv,2
13,/p013_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p013_/R4/frames_timestamp.csv,/p013_/R4/BVP.csv,2
13,/p013_/T1/video_ZIP_H264.mp4,T1,H264,/p013_/T1/frames_timestamp.csv,/p013_/T1/BVP.csv,2
13,/p013_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p013_/T1/frames_timestamp.csv,/p013_/T1/BVP.csv,2
13,/p013_/T2/video_ZIP_H264.mp4,T2,H264,/p013_/T2/frames_timestamp.csv,/p013_/T2/BVP.csv,2
13,/p013_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p013_/T2/frames_timestamp.csv,/p013_/T2/BVP.csv,2
13,/p013_/T3/video_ZIP_H264.mp4,T3,H264,/p013_/T3/frames_timestamp.csv,/p013_/T3/BVP.csv,2
13,/p013_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p013_/T3/frames_timestamp.csv,/p013_/T3/BVP.csv,2
14,/p014_/E1/video_ZIP_H264.mp4,E1,H264,/p014_/E1/frames_timestamp.csv,/p014_/E1/BVP.csv,2
14,/p014_/E1/video_ZIP_MJPG.avi,E1,MJPG,/p014_/E1/frames_timestamp.csv,/p014_/E1/BVP.csv,2
14,/p014_/E2/video_ZIP_H264.mp4,E2,H264,/p014_/E2/frames_timestamp.csv,/p014_/E2/BVP.csv,2
14,/p014_/E2/video_ZIP_MJPG.avi,E2,MJPG,/p014_/E2/frames_timestamp.csv,/p014_/E2/BVP.csv,2
14,/p014_/E3/video_ZIP_H264.mp4,E3,H264,/p014_/E3/frames_timestamp.csv,/p014_/E3/BVP.csv,2
14,/p014_/E3/video_ZIP_MJPG.avi,E3,MJPG,/p014_/E3/frames_timestamp.csv,/p014_/E3/BVP.csv,2
14,/p014_/E4/video_ZIP_H264.mp4,E4,H264,/p014_/E4/frames_timestamp.csv,/p014_/E4/BVP.csv,2
14,/p014_/E4/video_ZIP_MJPG.avi,E4,MJPG,/p014_/E4/frames_timestamp.csv,/p014_/E4/BVP.csv,2
14,/p014_/E5/video_ZIP_H264.mp4,E5,H264,/p014_/E5/frames_timestamp.csv,/p014_/E5/BVP.csv,2
14,/p014_/E5/video_ZIP_MJPG.avi,E5,MJPG,/p014_/E5/frames_timestamp.csv,/p014_/E5/BVP.csv,2
14,/p014_/E6/video_ZIP_H264.mp4,E6,H264,/p014_/E6/frames_timestamp.csv,/p014_/E6/BVP.csv,2
14,/p014_/E6/video_ZIP_MJPG.avi,E6,MJPG,/p014_/E6/frames_timestamp.csv,/p014_/E6/BVP.csv,2
14,/p014_/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p014_/R1/frames_timestamp.csv,/p014_/R1/BVP.csv,2
14,/p014_/R1/video_ZIP_H264.mp4,R1,H264,/p014_/R1/frames_timestamp.csv,/p014_/R1/BVP.csv,2
14,/p014_/R1/video_ZIP_MJPG.avi,R1,MJPG,/p014_/R1/frames_timestamp.csv,/p014_/R1/BVP.csv,2
14,/p014_/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p014_/R2/frames_timestamp.csv,/p014_/R2/BVP.csv,2
14,/p014_/R2/video_ZIP_H264.mp4,R2,H264,/p014_/R2/frames_timestamp.csv,/p014_/R2/BVP.csv,2
14,/p014_/R2/video_ZIP_MJPG.avi,R2,MJPG,/p014_/R2/frames_timestamp.csv,/p014_/R2/BVP.csv,2
14,/p014_/R3/pictures_ZIP_RAW_RGB/00000000.png,R3,RGB,/p014_/R3/frames_timestamp.csv,/p014_/R3/BVP.csv,2
14,/p014_/R3/video_ZIP_H264.mp4,R3,H264,/p014_/R3/frames_timestamp.csv,/p014_/R3/BVP.csv,2
14,/p014_/R3/video_ZIP_MJPG.avi,R3,MJPG,/p014_/R3/frames_timestamp.csv,/p014_/R3/BVP.csv,2
14,/p014_/R4/pictures_ZIP_RAW_RGB/00000000.png,R4,RGB,/p014_/R4/frames_timestamp.csv,/p014_/R4/BVP.csv,2
14,/p014_/R4/video_ZIP_H264.mp4,R4,H264,/p014_/R4/frames_timestamp.csv,/p014_/R4/BVP.csv,2
14,/p014_/R4/video_ZIP_MJPG.avi,R4,MJPG,/p014_/R4/frames_timestamp.csv,/p014_/R4/BVP.csv,2
14,/p014_/T1/video_ZIP_H264.mp4,T1,H264,/p014_/T1/frames_timestamp.csv,/p014_/T1/BVP.csv,2
14,/p014_/T1/video_ZIP_MJPG.avi,T1,MJPG,/p014_/T1/frames_timestamp.csv,/p014_/T1/BVP.csv,2
14,/p014_/T2/video_ZIP_H264.mp4,T2,H264,/p014_/T2/frames_timestamp.csv,/p014_/T2/BVP.csv,2
14,/p014_/T2/video_ZIP_MJPG.avi,T2,MJPG,/p014_/T2/frames_timestamp.csv,/p014_/T2/BVP.csv,2
14,/p014_/T3/video_ZIP_H264.mp4,T3,H264,/p014_/T3/frames_timestamp.csv,/p014_/T3/BVP.csv,2
14,/p014_/T3/video_ZIP_MJPG.avi,T3,MJPG,/p014_/T3/frames_timestamp.csv,/p014_/T3/BVP.csv,2
15,/p015/E1/video_ZIP_H264.mp4,E1,H264,/p015/E1/frames_timestamp.csv,/p015/E1/BVP.csv,2
15,/p015/E1/video_ZIP_MJPG.avi,E1,MJPG,/p015/E1/frames_timestamp.csv,/p015/E1/BVP.csv,2
15,/p015/E2/video_ZIP_H264.mp4,E2,H264,/p015/E2/frames_timestamp.csv,/p015/E2/BVP.csv,2
15,/p015/E2/video_ZIP_MJPG.avi,E2,MJPG,/p015/E2/frames_timestamp.csv,/p015/E2/BVP.csv,2
15,/p015/E3/video_ZIP_H264.mp4,E3,H264,/p015/E3/frames_timestamp.csv,/p015/E3/BVP.csv,2
15,/p015/E3/video_ZIP_MJPG.avi,E3,MJPG,/p015/E3/frames_timestamp.csv,/p015/E3/BVP.csv,2
15,/p015/E4/video_ZIP_H264.mp4,E4,H264,/p015/E4/frames_timestamp.csv,/p015/E4/BVP.csv,2
15,/p015/E4/video_ZIP_MJPG.avi,E4,MJPG,/p015/E4/frames_timestamp.csv,/p015/E4/BVP.csv,2
15,/p015/E5/video_ZIP_H264.mp4,E5,H264,/p015/E5/frames_timestamp.csv,/p015/E5/BVP.csv,2
15,/p015/E5/video_ZIP_MJPG.avi,E5,MJPG,/p015/E5/frames_timestamp.csv,/p015/E5/BVP.csv,2
15,/p015/E6/video_ZIP_H264.mp4,E6,H264,/p015/E6/frames_timestamp.csv,/p015/E6/BVP.csv,2
15,/p015/E6/video_ZIP_MJPG.avi,E6,MJPG,/p015/E6/frames_timestamp.csv,/p015/E6/BVP.csv,2
15,/p015/R1/pictures_ZIP_RAW_RGB/00000000.png,R1,RGB,/p015/R1/frames_timestamp.csv,/p015/R1/BVP.csv,2
15,/p015/R1/video_ZIP_H264.mp4,R1,H264,/p015/R1/frames_timestamp.csv,/p015/R1/BVP.csv,2
15,/p015/R1/video_ZIP_MJPG.avi,R1,MJPG,/p015/R1/frames_timestamp.csv,/p015/R1/BVP.csv,2
15,/p015/R2/pictures_ZIP_RAW_RGB/00000000.png,R2,RGB,/p015/R2/frames_timestamp.csv,/p015/R2/BVP.csv,2
15,/p015/R2/video_ZIP_H264.mp4,R2,H264,/p015/R2/frames_timestamp.csv,/p015/R2/BVP.csv,2
15,/p015/R2/video_ZIP_MJPG.avi,R2,MJPG,/p015/R2/frames_timestamp.csv,/p015/R2/BVP.csv,2
